Complaint,CodedMonth,DateOccur,FlagCrime,FlagUnfounded,FlagAdministrative,Count,FlagCleanup,Crime,District,Description,ILEADSAddress,ILEADSStreet,Neighborhood,LocationName,LocationComment,CADAddress,CADStreet,XCoord,YCoord
20-056571,2020-12,12/14/2020 19:50,Y, , ,1, ,38112,5,ROBBERY CARJACKING /FIREARM USED/ATTEMPT          ,5020,WATERMAN,38,Central Reform Congrigation,,5021,WATERMAN,0,0
20-056348,2020-12,12/14/2020 20:00,Y, , ,1, ,64701,2,LARCENY-FROM MTR VEH UNDER $500                   ,3911,CASTLEMAN,27,,,3911,CASTLEMAN,0,0
20-056372,2020-12,12/14/2020 20:00,Y, , ,1, ,71013,2,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR           ,3705,THOLOZAN,15,,,3705,THOLOZAN,0,0
20-056359,2020-12,12/14/2020 20:00,Y, , ,1, ,71013,6,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR           ,,,72,,,,,0,0
20-056410,2020-12,12/14/2020 20:00,Y, , ,1, ,64601,4,"LARCENY-FROM MTR VEH $500 - $24,999               ",1114,HADLEY,62,,,1114,HADLEY,0,0
20-056271,2020-12,12/14/2020 20:00,Y, , ,1, ,265321,2,LEAVING SCENE OF ACCIDENT                         ,,,39,,,,,0,0
20-056300,2020-12,12/14/2020 20:30,Y, , ,1, ,64701,2,LARCENY-FROM MTR VEH UNDER $500                   ,1519,TOWER GROVE,39,Woodward Lofts,,1519,TOWER GROVE,0,0
20-056280,2020-12,12/14/2020 20:40,Y, , ,1, ,151110,1,WEAPONS-STATE VIOL/UNLWFL USE/POSSESSION          ,8424,REILLY,2,Gateway Waterproofing and Restoration,,8424,REILLY,0,0
20-056282,2020-12,12/14/2020 20:55,Y, , ,1, ,265321,3,LEAVING SCENE OF ACCIDENT                         ,,,30,,,,,0,0
20-056336,2020-12,12/14/2020 21:00,Y, , ,1, ,64701,4,LARCENY-FROM MTR VEH UNDER $500                   ,2020,DELMAR,36,,,2020,DELMAR,0,0
20-056285,2020-12,12/14/2020 21:02,Y, , ,1, ,69702,3,LARCENY-ALL OTHER UNDER $500                      ,4140,BROADWAY,16,,,4140,BROADWAY,0,0
20-056286,2020-12,12/14/2020 21:24,Y, , ,1, ,152200,6,WEAPONS-CITY VIOL/DISCHRGING IN CITY              ,,,68,,,,,0,0
20-056294,2020-12,12/14/2020 21:30,Y, , ,1, ,151110,5,WEAPONS-STATE VIOL/UNLWFL USE/POSSESSION          ,1436,LAUREL,78,,,1436,LAUREL,0,0
20-056462,2020-12,12/14/2020 22:00,Y, , ,1, ,64701,3,LARCENY-FROM MTR VEH UNDER $500                   ,3074,GRAND,25,,,3074,GRAND,0,0
20-056331,2020-12,12/14/2020 22:00,Y, , ,1, ,64711,4,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT         ,206,9TH,35,,,,,0,0
20-056322,2020-12,12/14/2020 22:14,Y, , ,1, ,64711,2,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT         ,4321,LAFAYETTE,28,,,4321,LAFAYETTE,0,0
20-056296,2020-12,12/14/2020 22:20,Y, , ,1, ,265321,4,LEAVING SCENE OF ACCIDENT                         ,,,35,,,,,0,0
20-056346,2020-12,12/14/2020 22:30,Y, , ,1, ,142320,6,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP       ,4429,RICHARD,69,,,4429,RICHARD,0,0
20-056689,2020-12,12/14/2020 22:30,Y, , ,1, ,65701,1,LARCENY-MTR VEH PARTS UNDER $500                  ,3810,KEOKUK,16,,,3810,KEOKUK,0,0
20-056297,2020-12,12/14/2020 22:30,Y, , ,1, ,265321,4,LEAVING SCENE OF ACCIDENT                         ,3863,GREER,59,,,3863,GREER,0,0
20-056302,2020-12,12/14/2020 22:50,Y, , ,1, ,142320,6,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP       ,4572,CLARENCE,68,,,4572,CLARENCE,0,0
20-056605,2020-12,12/14/2020 23:00,Y, , ,1, ,65701,5,LARCENY-MTR VEH PARTS UNDER $500                  ,5216,DELMAR,38,RINDSKOPF-ROTH FUNERAL CHAPEL,,5216,DELMAR,0,0
20-056534,2020-12,12/14/2020 23:00,Y, , ,1, ,64601,3,"LARCENY-FROM MTR VEH $500 - $24,999               ",1729,CALIFORNIA,31,,,1729,CALIFORNIA,0,0
20-056340,2020-12,12/15/2020 0:00,Y, , ,1, ,130000,4,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET    ",,,35,,,,,0,0
20-056488,2020-12,12/15/2020 0:00,Y, , ,1, ,265321,4,LEAVING SCENE OF ACCIDENT                         ,,,35,,,,,0,0
20-056304,2020-12,12/15/2020 0:00,Y, , ,1, ,38111,3,ROBBERY CARJACKING /FIREARM USED/SUCCESSFUL       ,3420,OHIO,19,,,2716,CHEROKEE,0,0
20-056311,2020-12,12/15/2020 0:35,Y, , ,1, ,41011,1,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE      ,4733,BROADWAY,17,,,4733,BROADWAY,0,0
20-056308,2020-12,12/15/2020 0:35,Y, , ,1, ,263299,4,OBSTRUCT GOVRN OP-JUDIC/OTHR UNSPC JUDIC VIOL     ,,20TH CASS,61,,,,,0,0
20-056335,2020-12,12/15/2020 0:40,Y, , ,1, ,71013,1,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR           ,8420,VULCAN,2,Action Hydraulic,,8420,VULCAN,0,0
20-056315,2020-12,12/15/2020 1:15,Y, , ,1, ,265321,1,LEAVING SCENE OF ACCIDENT                         ,3741,MERAMEC,16,,,3741,MERAMEC,0,0
20-056313,2020-12,12/15/2020 1:45,Y, , ,1, ,38111,4,ROBBERY CARJACKING /FIREARM USED/SUCCESSFUL       ,911,WASHINGTON,35,,,911,WASHINGTON,0,0
20-056924,2020-12,12/15/2020 2:00,Y, , ,1, ,64601,3,"LARCENY-FROM MTR VEH $500 - $24,999               ",,,21,,,,,0,0
20-056314,2020-12,12/15/2020 2:00,Y, , ,1, ,265321,1,LEAVING SCENE OF ACCIDENT                         ,,,1,I-55,,,,0,0
20-056316,2020-12,12/15/2020 2:19,Y, , ,1, ,263299,6,OBSTRUCT GOVRN OP-JUDIC/OTHR UNSPC JUDIC VIOL     ,,,71,,,,,0,0
20-056327,2020-12,12/15/2020 2:40,Y, , ,1, ,64711,4,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT         ,1820,MARKET,36,,,1820,MARKET,0,0
20-056324,2020-12,12/15/2020 5:20,Y, , ,1, ,64711,4,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT         ,,,35,,,,,0,0
20-056438,2020-12,12/15/2020 6:30,Y, , ,1, ,64601,6,"LARCENY-FROM MTR VEH $500 - $24,999               ",,,79,,,,,0,0
20-056492,2020-12,12/15/2020 7:00,Y, , ,1, ,72113,2,AUTO THEFT-TRUCK/PERM RETNT/UNRECOV OVER 48HR     ,6430,BROCKSCHMIDT,42,,,6430,BROCKSCHMIDT,0,0
20-056486,2020-12,12/15/2020 7:00,Y, , ,1, ,69702,5,LARCENY-ALL OTHER UNDER $500                      ,27,LENOX,38,,,27,LENOX,0,0
20-056481,2020-12,12/15/2020 7:00,Y, , ,1, ,65701,5,LARCENY-MTR VEH PARTS UNDER $500                  ,334,SARAH,38,,,4601,ST LOUIS,0,0
20-056332,2020-12,12/15/2020 7:40,Y, , ,1, ,265321,2,LEAVING SCENE OF ACCIDENT                         ,4306,MANCHESTER,39,,,4306,MANCHESTER,0,0
20-056455,2020-12,12/15/2020 8:00,Y, , ,1, ,142320,5,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP       ,4445,MAFFITT,57,,,4445,MAFFITT,0,0
20-056339,2020-12,12/15/2020 8:35,Y, , ,1, ,265321,3,LEAVING SCENE OF ACCIDENT                         ,,,21,,,,,0,0
20-056367,2020-12,12/15/2020 9:00,Y, , ,1, ,266999,1,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION      ,3900,RANDALL,5,,,,,0,0
20-056343,2020-12,12/15/2020 9:00,Y, , ,1, ,265321,6,LEAVING SCENE OF ACCIDENT                         ,4668,FARLIN,69,,,4668,FARLIN,0,0
20-056392,2020-12,12/15/2020 9:10,Y, , ,1, ,64601,4,"LARCENY-FROM MTR VEH $500 - $24,999               ",1435,MALLINCKRODT,65,MOST HOLY TRINITY SCHOOL,,1435,MALLINCKRODT,0,0
20-056365,2020-12,12/15/2020 9:45,Y, , ,1, ,38111,4,ROBBERY CARJACKING /FIREARM USED/SUCCESSFUL       ,715,21ST,36,,,715,21ST,0,0
20-056351,2020-12,12/15/2020 9:48,Y, , ,1, ,263299,5,OBSTRUCT GOVRN OP-JUDIC/OTHR UNSPC JUDIC VIOL     ,,,51,,,,,0,0
20-056364,2020-12,12/15/2020 10:00,Y, , ,1, ,71013,6,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR           ,,,71,,,,,0,0
20-058339,2020-12,12/15/2020 10:00,Y, , ,1, ,64601,6,"LARCENY-FROM MTR VEH $500 - $24,999               ",824,GUSTAV,74,,,824,GUSTAV,0,0
20-056358,2020-12,12/15/2020 10:00,Y, , ,1, ,265321,6,LEAVING SCENE OF ACCIDENT                         ,,,79,,,,,0,0
20-056375,2020-12,12/15/2020 10:50,Y, , ,1, ,229999,4,LIQUOR LAWS-OTHR UNSPEC LIQ OFFNSE                ,401,14TH,35,MetroLink - Civic Center,,3560,SCOTT,0,0
20-056369,2020-12,12/15/2020 11:00,Y, , ,1, ,263299,5,OBSTRUCT GOVRN OP-JUDIC/OTHR UNSPC JUDIC VIOL     ,,,50,,,,,0,0
20-056484,2020-12,12/15/2020 11:31,Y, , ,1, ,69702,1,LARCENY-ALL OTHER UNDER $500                      ,6710,PARKWOOD,4,,,6710,PARKWOOD,0,0
20-056382,2020-12,12/15/2020 11:45,Y, , ,1, ,51122,2,BURGLARY-RESIDENCE/DAY/UNLAW ENT/UNOCCUPIED       ,5018,,14,,,5018,THOLOZAN,0,0
20-056409,2020-12,12/15/2020 11:48,Y, , ,1, ,142320,1,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP       ,3116,MOUNT PLEASANT,17,,,3116,MOUNT PLEASANT,0,0
20-056450,2020-12,12/15/2020 11:57,Y, , ,1, ,69702,3,LARCENY-ALL OTHER UNDER $500                      ,3447,WINNEBAGO,19,,,3447,WINNEBAGO,0,0
20-056546,2020-12,12/15/2020 12:00,Y, , ,1, ,71013,6,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR           ,5414,PLOVER,72,,,5414,PLOVER,0,0
20-056525,2020-12,12/15/2020 12:00,Y, , ,1, ,72130,3,AUTO THEFT-TRUCK/PERM RETNT/JOY RIDE              ,2700,HENRIETTA,31,,,2700,HENRIETTA,0,0
20-056388,2020-12,12/15/2020 12:20,Y, , ,1, ,43013,2,AGG.ASSAULT-OTH DANG WEP/CTZEN ADLT 3RD DEGREE    ,2043,MAURY,13,,,2043,MAURY,0,0
20-057712,2020-12,12/15/2020 12:30,Y, , ,1, ,71013,1,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR           ,3210,OSCEOLA,16,,,3210,OSCEOLA,0,0
20-056464,2020-12,12/15/2020 12:30,Y, , ,1, ,69702,3,LARCENY-ALL OTHER UNDER $500                      ,3336,WISCONSIN,22,,,3336,WISCONSIN,0,0
20-056398,2020-12,12/15/2020 12:40,Y, , ,1, ,142320,3,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP       ,3459,UTAH,25,,,3459,UTAH,0,0
20-057287,2020-12,12/15/2020 13:00,Y, , ,1, ,142320,4,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP       ,2125,BISSELL,66,urban league,,2125,BISSELL,0,0
20-056386,2020-12,12/15/2020 13:00,Y, , ,1, ,63701,6,LARCENY-SHOPLIFT UNDER $500                       ,3720,KINGSHIGHWAY,69,,,3720,KINGSHIGHWAY,0,0
20-056390,2020-12,12/15/2020 13:00,Y, , ,1, ,250000,4,LOITERING-BEGGING                                 ,,,35,,,,,0,0
20-056920,2020-12,12/15/2020 14:00,Y, , ,1, ,65701,3,LARCENY-MTR VEH PARTS UNDER $500                  ,3510,MIAMI,19,,,3510,MIAMI,0,0
20-056424,2020-12,12/15/2020 14:00,Y, , ,1, ,63701,1,LARCENY-SHOPLIFT UNDER $500                       ,4100,GRAVOIS,16,CVS,,4100,GRAVOIS,0,0
20-056439,2020-12,12/15/2020 14:00,Y, , ,1, ,264100,2,HEALTH-SANITATION VIOL                            ,3865,FAIRVIEW,15,,,3865,FAIRVIEW,0,0
20-056423,2020-12,12/15/2020 14:20,Y, , ,1, ,265321,1,LEAVING SCENE OF ACCIDENT                         ,,VIRGINIA BATES,1,,,,,0,0
20-056478,2020-12,12/15/2020 14:28,Y, , ,1, ,64701,2,LARCENY-FROM MTR VEH UNDER $500                   ,3518,GRAND,13,PHILLIPS 66,,2001,ALFRED,0,0
20-056864,2020-12,12/15/2020 14:30,Y, , ,1, ,51312,2,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED      ,3961,HARTFORD,15,,,3961,HARTFORD,0,0
20-056422,2020-12,12/15/2020 14:30,Y, , ,1, ,265321,5,LEAVING SCENE OF ACCIDENT                         ,6000,NATURAL BRIDGE,50,,,6000,NATURAL BRIDGE,0,0
20-056437,2020-12,12/15/2020 14:50,Y, , ,1, ,41011,6,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE      ,,,68,,,6124,BROADWAY,0,0
20-056437,2020-12,12/15/2020 14:50,Y, , ,1, ,41011,6,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE      ,,,68,,,6124,BROADWAY,0,0
20-056437,2020-12,12/15/2020 14:50,Y, , ,1, ,41011,6,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE      ,,,68,,,6124,BROADWAY,0,0
20-056420,2020-12,12/15/2020 14:50,Y, , ,1, ,63701,2,LARCENY-SHOPLIFT UNDER $500                       ,5335,SOUTHWEST,13,Columbia Auto Repair,,5335,SOUTHWEST,0,0
20-056454,2020-12,12/15/2020 15:00,Y, , ,1, ,91113,3,SIMPLE ASSAULT-ADULT/NO INJURY                    ,1213,SHENANDOAH,21,,,1213,SHENANDOAH,0,0
20-057529,2020-12,12/15/2020 15:00,Y, , ,1, ,51112,2,BURGLARY-RESIDENCE/DAY/FORCE ENT/UNOCCUPIED       ,3650,CASTLEMAN,27,,,3650,CASTLEMAN,0,0
20-058175,2020-12,12/15/2020 15:00,Y, , ,1, ,51322,2,BURGLARY-RESDNCE/UNK TIM/UNLW EN/UNOCCUPIED       ,1045,TAYLOR,39,,,1045,TAYLOR,0,0
20-056453,2020-12,12/15/2020 15:00,Y, , ,1, ,265321,5,LEAVING SCENE OF ACCIDENT                         ,,,56,slmpd,,,,0,0
20-056435,2020-12,12/15/2020 15:05,Y, , ,1, ,265321,6,LEAVING SCENE OF ACCIDENT                         ,8529,CONCORD,74,,,245,UNION,0,0
20-056431,2020-12,12/15/2020 15:15,Y, , ,1, ,265100,3,SAFETY-FIREWORKS VIOLATION                        ,2700,HENRIETTA,31,,,2700,HENRIETTA,0,0
20-057323,2020-12,12/15/2020 15:30,Y, , ,1, ,72113,1,AUTO THEFT-TRUCK/PERM RETNT/UNRECOV OVER 48HR     ,2017,MIAMI,5,,,4071,SCHILLER,0,0
20-056592,2020-12,12/15/2020 15:30,Y, , ,1, ,142320,2,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP       ,5875,ROBERT,8,,,5875,ROBERT,0,0
20-056552,2020-12,12/15/2020 15:30,Y, , ,1, ,51312,3,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED      ,2110,VICTOR,22,,,2110,VICTOR,0,0
20-056502,2020-12,12/15/2020 15:30,Y, , ,1, ,64711,2,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT         ,3921,KINGSHIGHWAY,14,,,3921,KINGSHIGHWAY,0,0
20-056448,2020-12,12/15/2020 15:35,Y, , ,1, ,265321,6,LEAVING SCENE OF ACCIDENT                         ,,,74,,,,HALLS FERRY,0,0
20-056443,2020-12,12/15/2020 15:45,Y, , ,1, ,265321,4,LEAVING SCENE OF ACCIDENT                         ,,,59,,,,,0,0
20-056433,2020-12,12/15/2020 15:50,Y, , ,1, ,130000,5,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET    ",4282,SAINT LOUIS,57,,,,,0,0
20-056456,2020-12,12/15/2020 15:55,Y, , ,1, ,265321,6,LEAVING SCENE OF ACCIDENT                         ,,,69,,,,,0,0
20-056686,2020-12,12/15/2020 16:00,Y, , ,1, ,71040,2,AUTO THEFT-PERM RETNT/ATTEMPT                     ,6201,ROBERT,8,,,6201,ROBERT,0,0
20-056442,2020-12,12/15/2020 16:00,Y, , ,1, ,265321,2,LEAVING SCENE OF ACCIDENT                         ,,,41,,,,,0,0
20-057444,2020-12,12/15/2020 16:21,Y, , ,1, ,117000,4,FAILURE TO RETURN BORROWED/RENTED VEHICL          ,418,TUCKER,35,,,418,TUCKER,0,0
20-056526,2020-12,12/15/2020 16:30,Y, , ,1, ,71013,2,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR           ,3915,PARKER,15,,,3915,PARKER,0,0
20-056577,2020-12,12/15/2020 17:00,Y, , ,1, ,64701,2,LARCENY-FROM MTR VEH UNDER $500                   ,6730,NASHVILLE,44,,,6730,NASHVILLE,0,0
20-056614,2020-12,12/15/2020 17:00,Y, , ,1, ,71013,2,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR           ,5916,JUNIATA,13,,,5916,JUNIATA,0,0
20-056517,2020-12,12/15/2020 17:00,Y, , ,1, ,64601,4,"LARCENY-FROM MTR VEH $500 - $24,999               ",525,JEFFERSON,37,RESIDENCE INN,,525,JEFFERSON,0,0
20-056479,2020-12,12/15/2020 17:30,Y, , ,1, ,182130,5,DRUGS-POSSESSION/HEROIN                           ,5783,MCPHERSON,46,,,5783,MCPHERSON,0,0
20-056472,2020-12,12/15/2020 17:30,Y, , ,1, ,91114,2,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC            ",6633,PARK,44,,,6633,PARK,0,0
20-056465,2020-12,12/15/2020 17:45,Y, , ,1, ,265321,2,LEAVING SCENE OF ACCIDENT                         ,5006,OLEATHA,14,,,5006,OLEATHA,0,0
20-056555,2020-12,12/15/2020 18:00,Y, , ,1, ,52112,2,BURGLARY-BUSINESS/DAY/FORCE ENT/UNOCCUPIED        ,3181,KINGSHIGHWAY,13,CUBESMART,,3181,KINGSHIGHWAY,0,0
20-056466,2020-12,12/15/2020 18:06,Y, , ,1, ,182400,6,DRUGS-POSSESSION/MARIJUANA                        ,4300,GOODFELLOW,76,,,5300,GOODFELLOW,0,0
20-056468,2020-12,12/15/2020 18:33,Y, , ,1, ,142320,1,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP       ,3225,MOUNT PLEASANT,16,,,3225,MOUNT PLEASANT,0,0
20-056518,2020-12,12/15/2020 19:30,Y, , ,1, ,71013,5,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR           ,3949,LINDELL,38,,,3949,LINDELL,0,0
20-056476,2020-12,12/15/2020 19:30,Y, , ,1, ,130000,5,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET    ",,,50,,,,,0,0
20-056480,2020-12,12/15/2020 19:30,Y, , ,1, ,63701,1,LARCENY-SHOPLIFT UNDER $500                       ,4100,GRAVOIS,16,CVS,,4100,GRAVOIS,0,0
20-056505,2020-12,12/15/2020 19:30,Y, , ,1, ,81000,4,ARSON-1ST DEGREE/SUCCESS                          ,2816,JAMES COOL PAPA BELL,59,,,2816,JAMES COOL PAPA BELL,0,0
20-056475,2020-12,12/15/2020 19:30,Y, , ,1, ,265321,2,LEAVING SCENE OF ACCIDENT                         ,,,7,,,,,0,0
20-056483,2020-12,12/15/2020 19:47,Y, , ,1, ,36111,1,ROBBERY-COMMERCE PL/FIREARM USED/SUCCESS          ,6411,GRAVOIS,6,,,6411,GRAVOIS,0,0
20-056496,2020-12,12/15/2020 19:55,Y, , ,1, ,91113,4,SIMPLE ASSAULT-ADULT/NO INJURY                    ,414,23RD,36,,,414,23RD,0,0
20-056493,2020-12,12/15/2020 20:00,Y, , ,1, ,241100,5,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL         ,5549,HEBERT,50,,,5549,HEBERT,0,0
20-056519,2020-12,12/15/2020 20:00,Y, , ,1, ,64601,1,"LARCENY-FROM MTR VEH $500 - $24,999               ",3810,KEOKUK,16,,,3810,KEOKUK,0,0
20-056559,2020-12,12/15/2020 20:34,Y, , ,1, ,51222,3,BURGLARY-RESIDENCE/NIT/UNLAW ENT/UNOCCUPIED       ,1720,CHOUTEAU,33,,,1720,CHOUTEAU,0,0
20-056965,2020-12,12/15/2020 21:00,Y, , ,1, ,64601,4,"LARCENY-FROM MTR VEH $500 - $24,999               ",,,35,,,,,0,0
20-056527,2020-12,12/15/2020 21:30,Y, , ,1, ,64701,3,LARCENY-FROM MTR VEH UNDER $500                   ,3450,RUSSELL,26,,,3450,RUSSELL,0,0
20-056588,2020-12,12/15/2020 21:45,Y, , ,1, ,142320,4,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP       ,917,LOCUST,35,,,917,LOCUST,0,0
20-056893,2020-12,12/15/2020 22:00,Y, , ,1, ,69602,4,"LARCENY-ALL OTHER $500 - $24,999                  ",4150,GRAND,67,,,4150,GRAND,0,0
20-056494,2020-12,12/15/2020 22:00,Y, , ,1, ,43025,3,ASSLT-AGGRAV-OTH-WPN-2ND-CHILD-DOMESTIC           ,2229,SHENANDOAH,23,,,2229,SHENANDOAH,0,0
20-056495,2020-12,12/15/2020 22:20,Y, , ,1, ,265321,5,LEAVING SCENE OF ACCIDENT                         ,5037,MARTIN LUTHER KING,53,,,,,0,0
20-056520,2020-12,12/15/2020 22:30,Y, , ,1, ,71013,2,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR           ,7042,JAMIESON,8,,,7042,JAMIESON,0,0
20-056512,2020-12,12/15/2020 22:30,Y, , ,1, ,67701,6,LARCENY-FROM BUILDING UNDER $500                  ,6124,BROADWAY,79,,,6124,BROADWAY,0,0
20-056544,2020-12,12/15/2020 22:30,Y, , ,1, ,73313,2,AUTO THEFT-MTRCYCLE/PERM RETNT/UNRECOV OVER 48    ,6525,CHIPPEWA,10,Donut Drive In,,6909,SOUTHWEST,0,0
20-056504,2020-12,12/15/2020 23:00,Y, , ,1, ,67601,5,"LARCENY-FROM BUILDING $500 - $24,999              ",6033,,48,,,6033,CATES,0,0
20-056500,2020-12,12/15/2020 23:30,Y, , ,1, ,82000,1,ARSON-2ND DEGREE/SUCCESS                          ,601,FILLMORE,1,,,601,FILLMORE,0,0
20-056542,2020-12,12/16/2020 0:30,Y, , ,1, ,67601,4,"LARCENY-FROM BUILDING $500 - $24,999              ",3700,PENROSE,36,,,1915,OLIVE,0,0
20-056506,2020-12,12/16/2020 1:00,Y, , ,1, ,142320,1,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP       ,4755,MICHIGAN,17,,,4755,MICHIGAN,0,0
20-056509,2020-12,12/16/2020 1:00,Y, , ,1, ,67601,1,"LARCENY-FROM BUILDING $500 - $24,999              ",120,CATALAN,2,Skatium,,120,CATALAN,0,0
20-056508,2020-12,12/16/2020 1:01,Y, , ,1, ,41011,6,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE      ,3524,KINGSHIGHWAY,55,,,5000,UNION,0,0
20-056507,2020-12,12/16/2020 1:05,Y, , ,1, ,51230,5,BURGLARY-RESIDENCE/NIT/ATT FORCE ENTRY            ,4933,MAFFITT,55,,,4933,MAFFITT,0,0
20-056553,2020-12,12/16/2020 1:48,Y, , ,1, ,152200,5,WEAPONS-CITY VIOL/DISCHRGING IN CITY              ,1451,KINGSHIGHWAY,51,,,1451,KINGSHIGHWAY,0,0
20-056565,2020-12,12/16/2020 2:00,Y, , ,1, ,71013,6,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR           ,,,66,,,,,0,0
20-056599,2020-12,12/16/2020 2:00,Y, , ,1, ,51222,1,BURGLARY-RESIDENCE/NIT/UNLAW ENT/UNOCCUPIED       ,6416,VIRGINIA,1,,,6416,VIRGINIA,0,0
20-056511,2020-12,12/16/2020 3:55,Y, , ,1, ,65711,1,LARCENY-MTR VEH PARTS UNDER $500 /ATTEMPT         ,4744,EICHELBERGER,6,,,4744,EICHELBERGER,0,0
20-056726,2020-12,12/16/2020 4:00,Y, , ,1, ,67701,4,LARCENY-FROM BUILDING UNDER $500                  ,5031,ARLINGTON,59,,,919,JEFFERSON,0,0
20-056513,2020-12,12/16/2020 4:09,Y, , ,1, ,81000,1,ARSON-1ST DEGREE/SUCCESS                          ,3657,GASCONADE,16,,,3657,GASCONADE,0,0
20-056516,2020-12,12/16/2020 4:45,Y, , ,1, ,91114,4,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC            ",917,COLE APT,62,,,917,COLE,0,0
20-058238,2020-12,12/16/2020 5:00,Y, , ,1, ,69602,2,"LARCENY-ALL OTHER $500 - $24,999                  ",5021,FYLER,14,Gateway Fireworks,,5021,FYLER,0,0
20-056515,2020-12,12/16/2020 5:05,Y, , ,1, ,71013,2,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR           ,6555,FYLER,9,,,6555,FYLER,0,0
20-056721,2020-12,12/16/2020 5:07,Y, , ,1, ,65711,3,LARCENY-MTR VEH PARTS UNDER $500 /ATTEMPT         ,2616,,19,Rent One,,2616,CHEROKEE,0,0
20-056533,2020-12,12/16/2020 5:30,Y, , ,1, ,51312,6,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED      ,8810,HALLS FERRY,74,,,8810,HALLS FERRY,0,0
20-056523,2020-12,12/16/2020 7:00,Y, , ,1, ,266510,6,PUBLIC ORDER-TRESPASSING                          ,1419,JOHN,66,,,4500,BROADWAY,0,0
20-056522,2020-12,12/16/2020 7:20,Y, , ,1, ,265321,5,LEAVING SCENE OF ACCIDENT                         ,,,48,,,,,0,0
20-056562,2020-12,12/16/2020 7:45,Y, , ,1, ,71013,2,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR           ,5945,LOUGHBOROUGH,8,,,5945,LOUGHBOROUGH,0,0
20-056528,2020-12,12/16/2020 8:11,Y, , ,1, ,265321,4,LEAVING SCENE OF ACCIDENT                         ,,,37,,,,,0,0
20-056536,2020-12,12/16/2020 9:20,Y, , ,1, ,265100,3,SAFETY-FIREWORKS VIOLATION                        ,4028,CALIFORNIA,16,,,4028,CALIFORNIA,0,0
20-056788,2020-12,12/16/2020 10:00,Y, , ,1, ,64701,3,LARCENY-FROM MTR VEH UNDER $500                   ,1022,RUSSELL,21,,,1022,RUSSELL,0,0
20-056654,2020-12,12/16/2020 10:00,Y, , ,1, ,65601,4,"LARCENY-MTR VEH PARTS $500 - $24,999              ",1323,SULLIVAN,63,,,,,0,0
20-056558,2020-12,12/16/2020 10:14,Y, , ,1, ,263299,5,OBSTRUCT GOVRN OP-JUDIC/OTHR UNSPC JUDIC VIOL     ,4975,FOUNTAIN,53,,,4977,FOUNTAIN,0,0
20-056798,2020-12,12/16/2020 10:30,Y, , ,1, ,67701,5,LARCENY-FROM BUILDING UNDER $500                  ,4400,MCPHERSON,38,,,4400,MCPHERSON,0,0
20-056584,2020-12,12/16/2020 10:45,Y, , ,1, ,151110,5,WEAPONS-STATE VIOL/UNLWFL USE/POSSESSION          ,2824,KINGSHIGHWAY,55,From The Heart Home Care,,2824,KINGSHIGHWAY,0,0
